club,nation,league,name,rating,position,price,card_types
Leicester City,France,Premier League,Fofana,82,CDM,0,future_stars gold rare
Atlético de Madrid,Portugal,LaLiga Santander,João Félix Sequeira,81,CF,2K,gold rare
Spurs,Colombia,Premier League,Davinson Sánchez,81,CB,2.8K,gold rare
Liverpool,Switzerland,Premier League,Xherdan Shaqiri,81,RM,1.1K,gold rare
Liverpool,Guinea,Premier League,Naby Keïta,81,CM,1.1K,gold rare
Manchester City,France,Premier League,Benjamin Mendy,81,LB,2.6K,gold rare
Manchester City,Spain,Premier League,Ferrán Torres,81,RM,1.5K,gold rare
Paris SG,France,Ligue 1 Conforama,Presnel Kimpembe,81,CB,3.9K,gold rare
Paris SG,Spain,Ligue 1 Conforama,Pablo Sarabia,81,RW,1.1K,gold rare
Chelsea,United States,Premier League,Christian Pulisic,81,LW,2.5K,gold rare
Dortmund,Belgium,Bundesliga,Thomas Meunier,81,RB,1.4K,gold rare
Dortmund,Denmark,Bundesliga,Thomas Delaney,81,CDM,1.3K,gold rare
Chelsea,Spain,Premier League,Marcos Alonso,81,LB,1.3K,gold rare
Chelsea,England,Premier League,Ben Chilwell,81,LB,900,gold rare
Chelsea,Germany,Premier League,Antonio Rüdiger,81,CB,3K,gold rare
FC Bayern,Canada,Bundesliga,Alphonso Davies,81,LB,2.6K,gold rare
Leverkusen,France,Bundesliga,Moussa Diaby,81,LM,1K,gold rare
Shakhtar Donetsk,Ukraine,Ukrayina Liha (UKR 1),Marlos Romero Bonfim,81,RM,800,gold rare
Boca Juniors,Argentina,CONMEBOL Libertadores,Eduardo Salvio,81,RM,850,libertadores_b gold rare
Fiorentina,France,Serie A TIM,Ribéry,81,CF,950,gold rare
Piemonte Calcio,Colombia,Serie A TIM,Juan Cuadrado,81,RB,5K,gold rare
Athletic Club,Spain,LaLiga Santander,Iñaki Williams,81,ST,2.3K,gold rare
Sporting CP,Uruguay,Liga NOS (POR 1),Sebastián Coates,81,CB,3.1K,gold rare
Tigres,France,LIGA BBVA MX (MEX 1),André-Pierre Gignac,81,ST,800,gold rare
Feyenoord,Netherlands,Eredivisie (NED 1),Steven Berghuis,81,RW,850,gold rare
Atlanta United,Venezuela,Major League Soccer (MLS),Josef Martínez,81,ST,750,gold rare
Vissel Kobe,Spain,Meiji Yasuda J1 (JPN 1),Andrés Iniesta Luján,81,CM,800,gold rare
FC Porto,Portugal,Liga NOS (POR 1),Képler Laveran Lima Ferreira,81,CB,4.3K,gold rare
Atlético de Madrid,Mexico,LaLiga Santander,Héctor Herrera,81,CM,1K,gold rare
Sassuolo,Italy,Serie A TIM,Andrea Consigli,81,GK,1K,gold non-rare
West Ham,Poland,Premier League,Łukasz Fabiański,81,GK,850,gold rare
ASSE,France,Ligue 1 Conforama,Stéphane Ruffier,81,GK,3.9K,gold non-rare
Dalian Pro,Slovakia,Chinese FA Super L. (CHN 1),Marek Hamšík,81,CM,700,gold rare
Club Brugge,Belgium,1A Pro League (BEL 1),Simon Mignolet,81,GK,750,gold rare
FC Porto,Spain,Liga NOS (POR 1),Iván Marcano Sierra,81,CB,5.4K,gold non-rare
Leverkusen,Germany,Bundesliga,Sven Bender,81,CB,2.4K,gold non-rare
FC Bayern,Spain,Bundesliga,Javier Martínez Aginaga,81,CDM,950,gold rare
Piemonte Calcio,Germany,Serie A TIM,Sami Khedira,81,CM,3K,gold rare
Union Berlin,Germany,Bundesliga,Max Kruse,81,CAM,800,gold rare
Shakhtar Donetsk,Brazil,Ukrayina Liha (UKR 1),Taison Barcellos Freda,81,LM,950,gold rare
RB Leipzig,Slovenia,Bundesliga,Kevin Kampl,81,CM,800,gold rare
Beijing Guoan,Spain,Chinese FA Super L. (CHN 1),Jonathan Viera Ramos,81,CAM,800,gold rare
R. Valladolid CF,Spain,LaLiga Santander,Jordi Masip López,81,GK,700,gold rare
Valencia CF,Netherlands,LaLiga Santander,Jasper Cillessen,81,GK,700,gold non-rare
Villarreal CF,Spain,LaLiga Santander,Francisco Alcácer García,81,ST,900,gold rare
AS Monaco,Germany,Ligue 1 Conforama,Kevin Volland,81,ST,900,gold rare
Shakhtar Donetsk,Brazil,Ukrayina Liha (UKR 1),Ismaily Gonçalves dos S.,81,LB,1K,gold rare
Spurs,Republic of Ireland,Premier League,Matt Doherty,81,RWB,1.2K,gold non-rare
West Ham,Brazil,Premier League,Felipe Anderson Pereira Gomes,81,LM,7.7K,gold rare
Sevilla FC,Spain,LaLiga Santander,Jesús Joaquín Fernández Sáez,81,RW,900,gold rare
Roma FC,Italy,Serie A TIM,Alessandro Florenzi,81,RB,0,gold rare
Atlético de Madrid,Colombia,LaLiga Santander,Santiago Arias,81,RB,8K,gold rare
Guangzhou R&F,Israel,Chinese FA Super L. (CHN 1),Eran Zahavi,81,ST,0,gold rare
Atlético de Madrid,Montenegro,LaLiga Santander,Stefan Savić,81,CB,2.5K,gold non-rare
Everton,England,Premier League,Jordan Pickford,81,GK,900,gold rare
Napoli,Poland,Serie A TIM,Arkadiusz Milik,81,ST,1.9K,gold rare
Cagliari,Italy,Serie A TIM,Alessio Cragno,81,GK,800,gold rare
West Ham,France,Premier League,Sébastien Haller,81,ST,2.8K,gold rare
Boca Juniors,Argentina,CONMEBOL Libertadores,Esteban Andrada,81,GK,850,libertadores_b gold rare
Manchester Utd,England,Premier League,Luke Shaw,81,LB,1.3K,gold rare
Atalanta,Netherlands,Serie A TIM,Marten de Roon,81,CDM,950,gold rare
Manchester Utd,Brazil,Premier League,Frederico de Paula Santos,81,CDM,2.8K,gold rare
Piemonte Calcio,France,Serie A TIM,Adrien Rabiot,81,CM,3.4K,gold rare
Wolves,Spain,Premier League,Jonathan Castro Otto,81,LWB,1K,gold non-rare
OL,France,Ligue 1 Conforama,Moussa Dembélé,81,ST,1.8K,gold rare
SL Benfica,Greece,Liga NOS (POR 1),Odisseas Vlachodimos,81,GK,700,gold rare
Atlético de Madrid,France,LaLiga Santander,Thomas Lemar,81,LM,1K,gold rare
OGC Nice,Argentina,Ligue 1 Conforama,Walter Benítez,81,GK,700,gold rare
Lazio,Argentina,Serie A TIM,Joaquín Correa,81,CF,1.2K,gold rare
River Plate,Argentina,CONMEBOL Libertadores,Ignacio Fernández,81,CM,700,libertadores_b gold rare
Athletic Club,Spain,LaLiga Santander,Ander Capa Rodríguez,81,RB,1.2K,gold rare
Leicester City,Belgium,Premier League,Youri Tielemans,81,CM,750,gold rare
Napoli,Italy,Serie A TIM,Matteo Politano,81,RM,1.2K,gold rare
Leicester City,England,Premier League,James Maddison,81,CAM,850,gold rare
SL Benfica,Brazil,Liga NOS (POR 1),Everton Sousa Soares,81,LW,800,gold rare
VfL Wolfsburg,Netherlands,Bundesliga,Wout Weghorst,81,ST,750,gold rare
Arsenal,Uruguay,Premier League,Lucas Torreira,81,CDM,6.8K,gold rare
Valencia CF,Portugal,LaLiga Santander,Gonçalo Manuel Ganchinho Guedes,81,LM,900,gold rare
FC Bayern,France,Bundesliga,Benjamin Pavard,81,RB,1.1K,gold rare
SD Eibar,Serbia,LaLiga Santander,Marko Dmitrović,81,GK,1K,gold non-rare
Everton,Brazil,Premier League,Richarlison de Andrade,81,ST,1.6K,gold rare
Rennes,Brazil,Ligue 1 Conforama,Raphael Dias Belloli,81,RM,14K,gold rare
OL,France,Ligue 1 Conforama,Houssem Aouar,81,CM,900,gold rare
Lazio,Italy,Serie A TIM,Manuel Lazzari,81,RM,1K,gold rare
West Ham,Czech Republic,Premier League,Tomáš Souček,81,CDM,800,gold rare
Getafe CF,Spain,LaLiga Santander,Marc Cucurella Saseta,81,LM,850,gold rare
SL Benfica,Portugal,Liga NOS (POR 1),Rúben Santos Gato Alves Dias,81,CB,13K,gold rare
Atlético de Madrid,Brazil,LaLiga Santander,Renan Augusto Lodi dos Santos,81,LB,2.3K,gold rare
PSV,Israel,Eredivisie (NED 1),Eran Zahavi,81,ST,700,gold rare
Paris SG,Italy,Ligue 1 Conforama,Alessandro Florenzi,81,RB,1.6K,gold rare
FC Barcelona,Spain,LaLiga Santander,Ansu Fati,81,LW,27.5K,if gold rare
West Ham,England,Premier League,Jarrod Bowen,81,RM,40K,if gold rare
TSG Hoffenheim,Mali,Bundesliga,Diadie Samassekou,81,CDM,24.25K,if gold rare
Southampton,Poland,Premier League,Jan Bednarek,81,CB,0,if gold rare
Werder Bremen,Germany,Bundesliga,Niclas Füllkrug,81,ST,35K,if gold rare
FC Augsburg,Germany,Bundesliga,Felix Uduokhai,81,CB,38.25K,if gold rare
Chongqing SWM,Poland,Chinese FA Super L. (CHN 1),Adrian Mierzejewski,81,ST,23.75K,if gold rare
Atalanta,Argentina,Serie A TIM,José Luis Palomino,81,CB,34K,if gold rare
Aston Villa,England,Premier League,Ollie Watkins,81,ST,27K,if gold rare
FC Augsburg,Poland,Bundesliga,Rafal Gikiewicz,81,GK,19K,if gold rare
Dinamo Zagreb,Croatia,Liga Hrvatska (CRO 1),Mislav Oršic,81,LM,13K,if gold rare
Alanyaspor,Brazil,Süper Lig (TUR 1),Davidson,81,LM,29.5K,if gold rare
Manchester City,Portugal,Premier League,Rúben Santos Gato Alves Dias,81,CB,0,ucl_rare gold rare
Leverkusen,Colombia,Bundesliga,Santiago Arias,81,RB,800,gold rare
Manchester City,Portugal,Premier League,Rúben Santos Gato Alves Dias,81,CB,6.3K,gold rare
Atlético de Madrid,Uruguay,LaLiga Santander,Lucas Torreira,81,CDM,900,gold rare
Leeds United,Brazil,Premier League,Raphael Dias Belloli,81,RM,900,gold rare
Atalanta,Albania,Serie A TIM,Berat Djimsiti,81,CB,35K,if gold rare
Manchester City,Spain,Premier League,Ferrán Torres,81,RM,41.25K,otw gold rare
FC Porto,Brazil,Liga NOS (POR 1),Felipe Anderson Pereira Gomes,81,LM,4.3K,gold rare
RB Leipzig,Slovenia,Bundesliga,Kevin Kampl,81,CM,1.9K,ucl_rare gold rare
Lazio,Italy,Serie A TIM,Manuel Lazzari,81,RM,4.2K,ucl_rare gold rare
Liverpool,Switzerland,Premier League,Xherdan Shaqiri,81,RM,1.7K,ucl_rare gold rare
Atalanta,Netherlands,Serie A TIM,Marten de Roon,81,CDM,3.9K,ucl_rare gold rare
Lazio,Argentina,Serie A TIM,Joaquín Correa,81,CF,4K,ucl_rare gold rare
Liverpool,Guinea,Premier League,Naby Keïta,81,CM,2K,ucl_rare gold rare
FC Porto,Spain,Liga NOS (POR 1),Iván Marcano Sierra,81,CB,5.3K,ucl_non_rare gold rare
FC Porto,Brazil,Liga NOS (POR 1),Felipe Anderson Pereira Gomes,81,LM,6.2K,ucl_rare gold rare
FC Porto,Portugal,Liga NOS (POR 1),Képler Laveran Lima Ferreira,81,CB,7.9K,ucl_rare gold rare
Dortmund,Denmark,Bundesliga,Thomas Delaney,81,CDM,1.9K,ucl_rare gold rare
Dortmund,Belgium,Bundesliga,Thomas Meunier,81,RB,1.5K,ucl_rare gold rare
Rennes,Brazil,Ligue 1 Conforama,Raphael Dias Belloli,81,RM,0,ucl_rare gold rare
Club Brugge,Belgium,1A Pro League (BEL 1),Simon Mignolet,81,GK,1.2K,ucl_rare gold rare
Shakhtar Donetsk,Ukraine,Ukrayina Liha (UKR 1),Marlos Romero Bonfim,81,RM,1.8K,ucl_rare gold rare
Shakhtar Donetsk,Brazil,Ukrayina Liha (UKR 1),Ismaily Gonçalves dos S.,81,LB,2.3K,ucl_rare gold rare
Shakhtar Donetsk,Brazil,Ukrayina Liha (UKR 1),Taison Barcellos Freda,81,LM,1.4K,ucl_rare gold rare
Chelsea,England,Premier League,Ben Chilwell,81,LB,2K,ucl_rare gold rare
Chelsea,Germany,Premier League,Antonio Rüdiger,81,CB,3K,ucl_rare gold rare
Chelsea,United States,Premier League,Christian Pulisic,81,LW,2.9K,ucl_rare gold rare
Chelsea,Spain,Premier League,Marcos Alonso,81,LB,1.6K,ucl_rare gold rare
Atlético de Madrid,Mexico,LaLiga Santander,Héctor Herrera,81,CM,1.5K,ucl_rare gold rare
Atlético de Madrid,Uruguay,LaLiga Santander,Lucas Torreira,81,CDM,0,ucl_rare gold rare
Atlético de Madrid,Brazil,LaLiga Santander,Renan Augusto Lodi dos Santos,81,LB,3K,ucl_rare gold rare
Piemonte Calcio,France,Serie A TIM,Adrien Rabiot,81,CM,4.7K,ucl_rare gold rare
Piemonte Calcio,Colombia,Serie A TIM,Juan Cuadrado,81,RB,7.1K,ucl_rare gold rare
Piemonte Calcio,Germany,Serie A TIM,Sami Khedira,81,CM,5K,ucl_rare gold rare
Paris SG,France,Ligue 1 Conforama,Presnel Kimpembe,81,CB,4K,ucl_rare gold rare
Paris SG,Italy,Ligue 1 Conforama,Alessandro Florenzi,81,RB,2K,ucl_rare gold rare
Paris SG,Spain,Ligue 1 Conforama,Pablo Sarabia,81,RW,1.4K,ucl_rare gold rare
FC Bayern,Spain,Bundesliga,Javier Martínez Aginaga,81,CDM,1.5K,ucl_rare gold rare
FC Bayern,Canada,Bundesliga,Alphonso Davies,81,LB,3.4K,ucl_rare gold rare
FC Bayern,France,Bundesliga,Benjamin Pavard,81,RB,1.6K,ucl_rare gold rare
Manchester Utd,England,Premier League,Luke Shaw,81,LB,1.7K,ucl_rare gold rare
Manchester Utd,Brazil,Premier League,Frederico de Paula Santos,81,CDM,3.2K,ucl_rare gold rare
Sevilla FC,Spain,LaLiga Santander,Jesús Joaquín Fernández Sáez,81,RW,2.4K,ucl_rare gold rare
Atlético de Madrid,Portugal,LaLiga Santander,João Félix Sequeira,81,CF,2.5K,ucl_rare gold rare
Atlético de Madrid,France,LaLiga Santander,Thomas Lemar,81,LM,1.8K,ucl_rare gold rare
Atlético de Madrid,Montenegro,LaLiga Santander,Stefan Savic,81,CB,2.6K,ucl_non_rare gold rare
Manchester City,France,Premier League,Benjamin Mendy,81,LB,3.2K,ucl_rare gold rare
Manchester City,Spain,Premier League,Ferrán Torres,81,RM,1.9K,ucl_rare gold rare
Ajax,Ghana,Eredivisie (NED 1),Mohammed Kudus,81,CAM,17K,if gold rare
KRC Genk,Denmark,1A Pro League (BEL 1),Joakim Mæhle,81,RWB,18K,if gold rare
CA Osasuna,Spain,LaLiga Santander,Sergio Herrera,81,GK,29K,if gold rare
Molde FK,Norway,Eliteserien (NOR 1),Magnus Wolff Eikrem,81,CAM,19K,if gold rare
Fiorentina,Poland,Serie A TIM,Bartlomiej Dragowski,81,GK,23.75K,if gold rare
SD Eibar,Spain,LaLiga Santander,Arbilla,81,LB,0,if gold rare
Rennes,France,Ligue 1 Conforama,Damien Da Silva,81,CB,27.5K,if gold rare
KAA Gent,Ukraine,1A Pro League (BEL 1),Roman Yaremchuk,81,ST,19K,if gold rare
Angers SCO,Côte d'Ivoire,Ligue 1 Conforama,Ismaël Traoré,81,CB,20K,if gold rare
Celtic,Norway,Scottish Premiership (SPFL),Mohamed Elyounoussi,81,LM,15K,if gold rare
Al Ahli,Syria,MBS Pro League (SAU 1),Omar Al Soma,81,ST,23.5K,if gold rare
Leverkusen,Argentina,Bundesliga,Lucas Alario,81,ST,29.75K,if gold rare
Rangers,England,Scottish Premiership (SPFL),James Tavernier,81,RB,24.25K,if gold rare
Swansea City,Ghana,EFL Championship (ENG 2),André Ayew,81,CAM,16.5K,if gold rare
RB Salzburg,Hungary,Ö Bundesliga (AUT 1),Dominik Szoboszlai,81,CM,15.5K,purple gold rare
Parma,Slovakia,Serie A TIM,Juraj Kucka,81,CM,16.75K,purple gold rare
LOSC,Turkey,Ligue 1 Conforama,Yusuf Yazici,81,ST,20.25K,if gold rare
AEK Athens,Greece,Hellas Liga (GRE 1),Petros Mantalos,81,CAM,14.75K,if gold rare
R. Valladolid CF,Spain,LaLiga Santander,Óscar Plano,81,LM,0,if gold rare
OL,Brazil,Ligue 1 Conforama,Marcelo,81,CB,27.25K,if gold rare
1. FSV Mainz 05,France,Bundesliga,Jean-Philippe Mateta,81,ST,29K,if gold rare
West Ham,Italy,Premier League,Angelo Ogbonna,81,CB,0,if gold rare
Udinese,Argentina,Serie A TIM,Rodrigo Javier De Paul,81,CM,36.5K,if gold rare
1. FC Köln,Tunisia,Bundesliga,Ellyes Skhiri,81,CM,23.75K,if gold rare
Sporting CP,Portugal,Liga NOS (POR 1),Pedro António Pereira Gonçalves,81,RW,25K,if gold rare
Hertha Berlin,Belgium,Bundesliga,Dedryck Boyata,81,CB,29.75K,if gold rare
Ajax,Netherlands,Eredivisie (NED 1),Davy Klaassen,81,CM,20K,if gold rare
Atlético de Madrid,Portugal,LaLiga Santander,João Félix Sequeira,81,CF,0,console_de gold rare
Racing Club,Chile,CONMEBOL Libertadores,Gabriel Arias,81,GK,17.75K,conmebol_motm gold rare
Independiente,Argentina,CONMEBOL Sudamericana,Silvio Romero,81,ST,13.75K,sudamericana_m gold rare
Strasbourg,France,Ligue 1 Conforama,Ludovic Ajorque,81,ST,24.25K,if gold rare
Leverkusen,Austria,Bundesliga,Julian Baumgartlinger,81,CDM,22.5K,if gold rare
R. Valladolid CF,Israel,LaLiga Santander,Shon Weissman,81,ST,32.5K,if gold rare
OL,Brazil,Ligue 1 Conforama,Lucas Tolentino Coelho de Lima,81,CM,28K,if gold rare
Columbus Crew SC,Argentina,Major League Soccer (MLS),Lucas Zelarayán,81,CAM,15K,purple gold rare
KAA Gent,Turkey,1A Pro League (BEL 1),Bolat,81,GK,15K,if gold rare
Astra Giurgiu,Romania,Liga I (ROM 1),Budescu,81,CM,15.5K,if gold rare
Arsenal,England,Premier League,Bukayo Saka,81,RM,34K,if gold rare
Fiorentina,Uruguay,Serie A TIM,Martín Cáceres,81,RM,30K,if gold rare
Celtic,France,Scottish Premiership (SPFL),Odsonne Edouard,81,ST,20K,if gold rare
Hamburger SV,Germany,Bundesliga 2 (GER 2),Tim Leibold,81,LB,26K,if gold rare
Frankfurt,Germany,Bundesliga,Amin Younes,81,CAM,26K,if gold rare
FC Porto,Iran,Liga NOS (POR 1),Taremi,81,ST,22K,if gold rare
FC Schalke 04,Morocco,Bundesliga,Amine Harit,81,LM,24K,if gold rare
Sampdoria,Italy,Serie A TIM,Emil Audero,81,GK,24K,if gold rare
Angers SCO,France,Ligue 1 Conforama,Romain Thomas,81,CB,24.75K,if gold rare
M'gladbach,Germany,Bundesliga,Jonas Hofmann,81,LW,26.25K,if gold rare
Ajax,France,Eredivisie (NED 1),Sébastien Haller,81,ST,800,gold rare
Ajax,France,Eredivisie (NED 1),Sébastien Haller,81,ST,0,ucl_rare gold rare
1. FSV Mainz 05,Germany,Bundesliga,Robin Zentner,81,GK,19K,if gold rare
FC Nantes,Brazil,Ligue 1 Conforama,Andrei Girotto,81,CB,16K,if gold rare
FC Metz,Algeria,Ligue 1 Conforama,Alexandre Oukidja,81,GK,14.25K,if gold rare
Atlético de Madrid,France,LaLiga Santander,Moussa Dembélé,81,ST,0,ucl_rare gold rare
Atlético de Madrid,France,LaLiga Santander,Moussa Dembélé,81,ST,800,gold rare
Hellas Verona,Italy,Serie A TIM,Mattia Zaccagni,81,LF,17K,if gold rare
AZ,Netherlands,Eredivisie (NED 1),Myron Boadu,81,ST,16.75K,if gold rare
SC Freiburg,Germany,Bundesliga,Florian Müller,81,GK,18K,if gold rare
Beşiktaş,Ghana,Süper Lig (TUR 1),Bernard Mensah,81,CAM,16.75K,if gold rare
Manchester Utd,England,Premier League,Mason Greenwood,81,RM,24.5K,motm gold rare
Burnley,England,Premier League,Jay Rodriguez,81,ST,15K,motm gold rare
VVV-Venlo,Greece,Eredivisie (NED 1),Georgios Giakoumakis,81,ST,12K,if gold rare
1. FC Köln,Germany,Bundesliga,Marius Wolf,81,RWB,20K,if gold rare
Sevilla FC,Morocco,LaLiga Santander,Yassine Bounou,81,GK,24.25K,if gold rare
Udinese,Argentina,Serie A TIM,Roberto Pereyra,81,CAM,16.25K,if gold rare
Hertha Berlin,Germany,Bundesliga,Sami Khedira,81,CM,800,gold rare
OM,Poland,Ligue 1 Conforama,Arkadiusz Milik,81,ST,950,gold rare
OM,Poland,Ligue 1 Conforama,Arkadiusz Milik,81,ST,0,ucl_rare gold rare
West Ham,England,Premier League,Jesse Lingard,81,CAM,19.5K,if gold rare
Montpellier,France,Ligue 1 Conforama,Gaëtan Laborde,81,LW,12K,if gold rare
Piemonte Calcio,Turkey,Serie A TIM,Merih Demiral,81,CB,15.75K,motm gold rare
Southampton,Scotland,Premier League,Stuart Armstrong,81,RM,15.25K,motm gold rare
FC Nantes,France,Ligue 1 Conforama,Ludovic Blas,81,RM,11.5K,if gold rare
1. FSV Mainz 05,France,Bundesliga,Moussa Niakhaté,81,CB,16K,if gold rare
Strasbourg,France,Ligue 1 Conforama,Adrien Thomasson,81,CAM,12K,if gold rare
Montpellier,Brazil,Ligue 1 Conforama,Vitorino Hilton da Silva,81,CB,12.25K,if gold rare
Milan,France,Serie A TIM,Theo Hernández,80,LB,4.4K,gold rare
Real Madrid,Brazil,LaLiga Santander,Vinícius Júnior,80,LW,1.9K,gold rare
Liverpool,England,Premier League,James Milner,80,CM,1.2K,gold rare
Manchester City,Ukraine,Premier League,Oleksandr Zinchenko,80,LB,1.5K,gold rare
Spurs,Wales,Premier League,Ben Davies,80,LB,750,gold rare
Spurs,Denmark,Premier League,Pierre-Emile Højbjerg,80,CDM,750,gold non-rare
Spurs,Côte d'Ivoire,Premier League,Serge Aurier,80,RB,1.2K,gold rare
Spurs,Argentina,Premier League,Erik Lamela,80,RM,800,gold rare
Spurs,France,Premier League,Tanguy Ndombele,80,CM,1.4K,gold rare
Real Madrid,Spain,LaLiga Santander,Lucas Vázquez,80,RW,900,gold rare
Real Madrid,Serbia,LaLiga Santander,Luka Jovic,80,ST,3.2K,gold rare
Milan,Denmark,Serie A TIM,Simon Kjær,80,CB,3.3K,gold non-rare
Dortmund,Germany,Bundesliga,Nico Schulz,80,LB,1.6K,gold rare
Dortmund,Poland,Bundesliga,Łukasz Piszczek,80,CB,1.4K,gold rare
FC Groningen,Netherlands,Eredivisie (NED 1),Arjen Robben,80,RM,700,gold rare
Chelsea,England,Premier League,Mason Mount,80,CAM,850,gold rare
Chelsea,France,Premier League,Kurt Zouma,80,CB,1.8K,gold rare
Paris SG,Germany,Ligue 1 Conforama,Julian Draxler,80,CAM,1.3K,gold rare
Inter,Italy,Serie A TIM,Nicolò Barella,80,CM,2K,gold rare
Inter,Uruguay,Serie A TIM,Matias Vecino,80,CDM,1.2K,gold rare
Inter,Chile,Serie A TIM,Alexis Sánchez,80,LW,1.3K,gold rare
Leicester City,Turkey,Premier League,Çaglar Söyüncü,80,CB,850,gold rare
Manchester Utd,England,Premier League,Dean Henderson,80,GK,750,gold rare
Southampton,England,Premier League,Danny Ings,80,ST,800,gold rare
Orlando City,Portugal,Major League Soccer (MLS),Nani,80,LW,700,gold rare
Ajax,Brazil,Eredivisie (NED 1),David Neres,80,LW,850,gold rare
Piemonte Calcio,Italy,Serie A TIM,Federico Bernardeschi,80,CAM,2.9K,gold rare
Newcastle Utd,France,Premier League,Allan Saint-Maximin,80,LM,5.3K,gold rare
AS Monaco,Portugal,Ligue 1 Conforama,Gelson Martins,80,RM,1K,gold rare
Al Hilal,Italy,MBS Pro League (SAU 1),Sebastian Giovinco,80,CAM,750,gold rare
Leverkusen,Jamaica,Bundesliga,Leon Bailey,80,LM,1.6K,gold rare
Wolves,France,Premier League,Willy Boly,80,CB,1.3K,gold rare
Sampdoria,Italy,Serie A TIM,Fabio Quagliarella,80,ST,2.6K,gold non-rare
Brighton,Australia,Premier League,Mathew Ryan,80,GK,1.4K,gold non-rare
Real Betis,Spain,LaLiga Santander,Joaquín Sánchez Rodríguez,80,LM,700,gold rare
CSKA Moscow,Russia,League of Russia (RUS 1),Igor Akinfeev,80,GK,550,gold non-rare
Al Hilal,France,MBS Pro League (SAU 1),Bafétimbi Gomis,80,ST,1.4K,gold rare
Guangzhou R&F,Belgium,Chinese FA Super L. (CHN 1),Mousa Dembélé,80,CM,700,gold rare
Galatasaray,Colombia,Süper Lig (TUR 1),Radamel Falcao García Zarate,80,ST,800,gold non-rare
Jiangsu Suning,Brazil,Chinese FA Super L. (CHN 1),João Miranda de Souza Filho,80,CB,850,gold rare
Leicester City,Northern Ireland,Premier League,Jonny Evans,80,CB,1.5K,gold non-rare
Athletic Club,Spain,LaLiga Santander,Raúl García Escudero,80,ST,800,gold rare
Valencia CF,Denmark,LaLiga Santander,Daniel Wass,80,RB,850,gold rare
Manchester Utd,Argentina,Premier League,Sergio Romero,80,GK,750,gold rare
Real Sociedad,Spain,LaLiga Santander,Ignacio Monreal Eraso,80,LB,700,gold rare
Atlético de Madrid,Spain,LaLiga Santander,Diego da Silva Costa,80,ST,2.1K,gold rare
Arsenal,Brazil,Premier League,David Luiz Moreira Marinho,80,CB,1.2K,gold rare
Al Nassr,Brazil,MBS Pro League (SAU 1),Giuliano Victor de Paula,80,CAM,26.5K,gold rare
Fenerbahçe,Brazil,Süper Lig (TUR 1),Luiz Gustavo Dias,80,CDM,750,gold non-rare
M'gladbach,Germany,Bundesliga,Lars Stindl,80,CAM,750,gold rare
Torino,Cameroon,Serie A TIM,Nicolas Nkoulou,80,CB,2.4K,gold rare
Villarreal CF,France,LaLiga Santander,Francis Coquelin,80,CM,1.2K,gold rare
Shanghai SIPG,Brazil,Chinese FA Super L. (CHN 1),Givanildo Vieira de Souza,80,RW,2K,gold rare
Crystal Palace,Spain,Premier League,Vicente Guaita Panadero,80,GK,700,gold rare
Sevilla FC,Netherlands,LaLiga Santander,Luuk de Jong,80,ST,850,gold rare
Beşiktaş,Serbia,Süper Lig (TUR 1),Adem Ljajić,80,CAM,700,gold rare
Real Sociedad,Spain,LaLiga Santander,Asier Illarramendi,80,CDM,850,gold non-rare
LOSC,France,Ligue 1 Conforama,Benjamin André,80,CDM,750,gold rare
Manchester Utd,Serbia,Premier League,Nemanja Matić,80,CDM,700,gold rare
Hebei CFFC,China PR,Chinese FA Super L. (CHN 1),Ricardo Goulart Pereira,80,CF,850,gold rare
Sevilla FC,Spain,LaLiga Santander,Sergio Escudero Palomo,80,LB,900,gold rare
Villarreal CF,Spain,LaLiga Santander,Mario Gaspar Pérez Martínez,80,RB,850,gold non-rare
Roma FC,Armenia,Serie A TIM,Henrikh Mkhitaryan,80,RM,800,gold rare
SL Benfica,Portugal,Liga NOS (POR 1),André Gomes Magalhães Almeida,80,RB,800,gold rare
Real Sociedad,Brazil,LaLiga Santander,Willian José da Silva,80,ST,1.3K,gold rare
River Plate,Argentina,CONMEBOL Libertadores,Enzo Pérez,80,CDM,850,libertadores_b gold rare
Lokomotiv Moscow,Poland,League of Russia (RUS 1),Grzegorz Krychowiak,80,CDM,700,gold rare
Real Betis,Spain,LaLiga Santander,Marc Bartra Aregall,80,CB,1.8K,gold rare
Beijing Guoan,Congo DR,Chinese FA Super L. (CHN 1),Cédric Bakambu,80,ST,700,gold rare
Arsenal,Switzerland,Premier League,Granit Xhaka,80,CDM,1K,gold rare
Levante UD,Spain,LaLiga Santander,José Gómez Campaña,80,CM,800,gold rare
Real Madrid,Spain,LaLiga Santander,José Ignacio Fernández Iglesias,80,CB,2K,gold rare
AS Monaco,France,Ligue 1 Conforama,Benjamin Lecomte,80,GK,900,gold rare
Frankfurt,Austria,Bundesliga,Martin Hinteregger,80,CB,950,gold rare
Watford,Spain,EFL Championship (ENG 2),Gerard Deulofeu Lázaro,80,LM,34K,gold rare
VfL Wolfsburg,France,Bundesliga,Jérôme Roussillon,80,LB,2.8K,gold rare
Burnley,England,Premier League,James Tarkowski,80,CB,1.2K,gold non-rare
Manchester City,England,Premier League,John Stones,80,CB,3.2K,gold rare
TSG Hoffenheim,Czech Republic,Bundesliga,Pavel Kadeřábek,80,RWB,850,gold non-rare
Arsenal,Spain,Premier League,Héctor Bellerín Moruno,80,RB,2K,gold rare
